D1,D2,responses,weight,s-weight
181,0,"False, as the two records describe separate incidents involving Duc and Ace at the hospital and on their travels",0.998235811622269,1.000000238418579
3255,1,"Answer: False, as the records provide different publication dates for the information",0.9888335054375492,0.9958240389823914
3456,2,False,0.2581988897471611,0.5297539830207825
5785,2,False,0.0,0.4513670802116394
267,3,"False, as ""Henry Bromell, record 1"" is referring to a person (director Henry Bromell) while ""Henry Bromell directors, record 2"" is referring to a group of directors named Henry Bromell",0.7905694150420948,0.616207480430603
1916,4,False,0.0,0.0
2872,5,False,0.0,0.0
3345,6,False,0.0,0.0
2984,7,Answer: True,0.9412207643723192,0.980582594871521
4293,8,"record 1: Doctor's appointment on March 10, 2021, record 2: Check-up with doctor on March 10, 2021",0.8340576562282991,0.7423287630081177
3457,9,False,0.0,0.5260722637176514
4371,10,"Answer: False, as ""John David Coles"" can refer to both a person and a director",0.8320502943378436,0.593315839767456
1454,11,Answer: False,0.7416198487095663,0.6121543645858765
2917,12,Answer: True,0.970184347797704,0.992102861404419
4981,13,False,0.0,0.5403228402137756
2073,14,Answer: False,0.8075728530872482,0.711150050163269
883,15,False,0.0,0.0
5627,16,"False, as Shannon McCormick and Carolyn McCormick are two different actresses",0.5112171874107659,0.548073410987854
5170,17,False,0.0,0.4592936635017395
718,18,"Answer: False, as ""Na Young-seok"" and ""Na Young Seok"" are two different variations of the same name, so it could indicate that the two records refer to two separate individuals rather than the same entity",0.5270462766947299,0.6444414854049683
4691,19,"Answer: False, as ""Christopher McCulloch, guest Stars"" and ""Christopher McCulloch"" refer to different contexts within the records",0.834847109936722,0.646496593952179
3274,20,Answer: True,0.8086075400626399,0.7183592319488525
5758,21,False,0.0,0.47423458099365234
1635,22,False,0.2407717061715384,0.0
220,22,False,0.2407717061715384,0.0
1266,23,False,0.1817479662829877,0.6733624935150146
3872,24,Record 1 and Record 2 refer to the same entity (Nick Gomez),0.7745966692414834,0.6266789436340332
838,25,False,0.5383819020581655,0.0
2779,26,False,0.0,0.5833390951156616
2890,27,Answer: False,0.8728715609439696,0.839645504951477
4480,28,"False, as two individuals named Martin Williams and Martin Witz could potentially be different people and therefore refer to different entities",0.0,0.0
1786,29,"False, the records refer to two separate episodes of The Challenge D",0.9891886381032922,0.9913445711135864
175,30,False,0.806225774829855,0.6516206860542297
137,31,False,0.0,0.444145143032074
4698,32,False,0.0,0.0
4279,33,False,0.4040610178208842,0.0
3271,34,False,0.0,0.6161548495292664
3271,35,False,0.0,0.5953748822212219
