D1,D2,responses,weight,s-weight
1023,0,Answer: True,0.4100772051409895,0.7828062176704407
1022,0,"False, the first record describes a Linksys EtherFast10/100 5-port auto-sensing switch (model EZXS55W) while the second record refers to a different Linksys product, the EtherFast EZXS88W Ethernet Switch",0.3685138655950444,0.691608190536499
1020,0,Answer: False,0.3663051160695799,0.6396528482437134
134,0,Answer: False,0.3807498052542948,0.6672071218490601
1023,1,Answer: False,0.3189655172413793,0.713373601436615
1022,1,Answer: True,0.3825932158198337,0.7638527750968933
1020,1,Answer: False,0.308583764566869,0.6519898176193237
134,1,Answer: False,0.333316329566988,0.6614798903465271
953,2,True,0.422963516213717,0.7866316437721252
434,2,True,0.6229443807375882,0.8768061399459839
106,2,False,0.4991881793638673,0.7321969866752625
100,2,False,0.0,0.6563814282417297
785,3,Answer: False,0.2126309735815002,0.534337043762207
237,3,True,0.429129973613051,0.8210386037826538
214,3,Answer: True,0.4250481744352781,0.7839476466178894
97,3,Answer: False,0.2215395102486845,0.5540192723274231
434,4,Answer: False,0.3805211953235952,0.719975471496582
288,4,False,0.0,0.6221020817756653
160,4,Answer: True,0.4557812774676309,0.8291702270507812
106,4,False,0.3819510642945919,0.6789527535438538
861,5,Answer: False,0.1990543682249499,0.6158068776130676
860,5,Answer: False,0.1985821152032165,0.6624104976654053
851,5,False,0.2120980750894287,0.49985653162002563
825,5,True,0.3815135130593676,0.8020771145820618
776,6,Answer: True,0.5037770938561197,0.7857699394226074
392,6,"False, the first record describes a product called Canon Easy Photo Pack with model number 1335B001, while the second record refers to two separate products - Canon KP print cartridge and paper kit with model numbers 7737A001 and 4' x 6', respectively",0.2521533558747389,0.649989128112793
110,6,False,0.0,0.5804938077926636
94,6,False,0.2528608687120868,0.6237765550613403
968,7,False,0.0,0.0
746,7,False,0.0,0.0
377,7,Answer: True,0.4297253749336515,0.7156218886375427
284,7,False,0.1714198257421933,0.0
1023,8,True,0.2956633523229351,0.6869661211967468
1022,8,Answer: False,0.3106303720986977,0.6692315340042114
1020,8,True,0.381567647648226,0.7466156482696533
134,8,Answer: False,0.3667935758026275,0.6827546954154968
1023,9,Answer: False,0.2834908720351548,0.7362754344940186
1022,9,False,0.2978416985906353,0.7448205947875977
1020,9,False,0.3273470625645967,0.7560898065567017
134,9,True,0.3907696215390476,0.8006414175033569
1021,10,Answer: True,0.3241521662208532,0.867696225643158
1020,10,False,0.0,0.6182023286819458
953,10,False,0.2819756774758113,0.6895082592964172
134,10,Answer: False,0.2725318374102193,0.6672099232673645
1016,11,False,0.0,0.688093900680542
461,11,Answer: True,0.274548510143673,0.6600993275642395
365,11,Answer: False,0.2686022098701854,0.5939304232597351
344,11,Answer: False,0.2399644523437286,0.6354858875274658
638,12,Answer: False,0.1849421599030719,0.0
631,12,Answer: False,0.182162041392139,0.0
238,12,Answer: False,0.0,0.0
218,12,True,0.5269954501092706,0.8291523456573486
953,13,Answer: True,0.522484343558121,0.8782692551612854
434,13,False,0.4911676848123292,0.7988048791885376
106,13,False,0.3847908882596477,0.6920250654220581
100,13,False,0.3707702011040107,0.6145385503768921
1059,14,False,0.2108185106778919,0.6811183094978333
785,14,False,0.0,0.0
237,14,Answer: True,0.327292683667803,0.8026229739189148
214,14,True,0.2528781691270574,0.769241988658905
965,15,Answer: False,0.0,0.0
821,15,Answer: True,0.410443189564449,0.7437312602996826
402,15,Answer: False,0.2008858509225769,0.0
389,15,"record 1: HP Deskjet F4280 All-in-One Printer - J578A HP Deskjet F4280 All-in-One Printer - J578A/ Prints, Copies, and Scans/ Up to 4800 x 1200 Optimized DPI/ Color Touch Display/ Wireless Networking/ USB Direct, record 2: HP Deskjet F4180 All-in-One Printer - J576A",0.2013543541146662,0.0
448,16,Answer: False,0.0,0.414894700050354
238,16,False,0.1920244716127087,0.0
218,16,Answer: False,0.2544662040152236,0.6075884699821472
59,16,Answer: True,0.2982632457138725,0.6251752376556396
1075,17,Answer: True,0.3477708033444115,0.776504397392273
1016,17,Answer: False,0.0,0.567764937877655
461,17,Answer: True,0.2936575303893008,0.5911051630973816
344,17,"If the two records are describing separate devices, then the answer is False",0.2943843627179676,0.5955934524536133
1014,18,"record 1: Nike Women's Fitness Training Sneaker - FS1503-102 Nike Women's Fitness Training Sneaker - FS1503-102/ Engineered Mesh Upper For A Lightweight, Breathable Fit/ Solid Rubber Heel And Phylon Midsole Provide Cushioning And Durability During High Impact Exercises/ Lace Tightening System And Pull Tab For Easy On/Off/ Color Shown: Black/ Wolf Grey-Total Crimson, record 2: Nike Women's Training Sneaker - FS1503-984 Nike Women's Training Sneaker - FS1503-984/ Engineered Mesh Upper For A Lightweight, Breathable Fit/ Solid Rubber Heel And Phylon Midsole Provide Cushioning And Durability During High Impact Exercises/ Lace Tightening System And Pull Tab For Easy On/Off/ Color Shown: Black/ White-Total Crimson",0.2400627184540154,0.0
227,18,"record 1: HP Officejet J6800 All-in-One Printer - J6800 HP Officejet J6800 All-in-One Printer - J6800/ Wireless Connectivity/ 25 Pages Per Minute Printing Speed/ Duplex (Two-Sided) Printing/ Scan Document Size: Up To A4/ 1 Year Limited Hardware Warranty and Support/ Black Finish, record 2: HP Officejet J6870 All-in-One Printer - J6870 HP Officejet J6870 All-in-One Printer - J6870/ Wireless Connectivity/ Up To 25 Pages Per Minute Printing Speed/ Duplex (Two-Sided) Printing/ Scan Document Size: Up To A4/ 1 Year Limited Hardware Warranty and Support/ Black Finish, Answer with True",0.2274062142759288,0.5988494157791138
99,18,True,0.4613548495611835,0.7716753482818604
89,18,"record 1: HP Deskjet F4180 All-in-One Printer - Silver HP Deskjet F4180 All-in-One Printer - Silver/ Prints Borderless Photos and Copies Up to 9 x 13 inches/ Scan Original Documents, Photos, and Film Strips Using Optical Character Recognition (OCR) and Save Them as Searchable PDF Files/ Print From USB Drives, Memory Cards, and Networked Computers Without Turning On Your Computer/ Black Ink Tank Refill Yields Up to 1,200 Pages/ Tri-Color Ink Tank Refill Yields up to 650 Pages Each (Total: Up to 1,950 Pages)/ Grey Ink Tank Refill Yields up to 675 Pages",0.3308830831232086,0.7021984457969666
1018,19,Answer: False,0.0,0.0
1017,19,Answer: False,0.2068448101004672,0.39641594886779785
824,19,Answer: True,0.5310334807328143,0.8287580013275146
407,19,Answer: False,0.2081568649467273,0.0
1014,20,Answer: False,0.2069554059145205,0.0
598,20,Answer: False,0.2175844552560732,0.5363280773162842
99,20,Answer: True,0.404960331236558,0.6774240732192993
89,20,Answer: True,0.322457239090453,0.598453164100647
151,21,Answer: False,0.0,0.0
96,21,False,0.0,0.5531902313232422
32,21,Answer: False,0.0,0.0
25,21,Answer: True,0.5098127419345817,0.7583839893341064
1074,22,"record 1: HP Officejet J6805 All-in-One Printer Series, record 2: HP OfficeJet J6705e All-in-One Printer, answer with True",0.3036145882229939,0.8296691179275513
770,22,Answer: False,0.2718118354334003,0.5680306553840637
618,22,False,0.2570893062302091,0.0
560,22,False,0.2752409412815901,0.0
452,23,Answer: False,0.224898506214583,0.0
449,23,Answer: False,0.2135660325668972,0.0
165,23,Answer: False,0.2536374135875348,0.6313813328742981
63,23,False,0.4015567967271408,0.6248427629470825
407,24,True,0.3824073332903737,0.7543364763259888
295,24,False,0.2642490987816165,0.6771063804626465
288,24,False,0.2642490987816165,0.4766443967819214
116,24,"record 1: Cisco Catalyst 2960X-48FPD-L Switch - WS-C2960X-48FPD-L Cisco Catalyst 2960X-48FPD-L Switch - WS-C2960X-48FPD-L/ Stackable Design/ Fully Compatible With All Cisco Catalyst 2960 Series Switches/ Advanced Security Capabilities Including Access Control And Encrypted Management Access (Ema)/ Layer 3 Capabilities, Supporting IP Routing And Rich Services Module (RSM) Compatibility",0.3718124716931683,0.7110544443130493
778,25,Answer: False,0.0,0.4287036061286926
407,25,True,0.3167712687369985,0.6514605283737183
295,25,Answer: False,0.0,0.537768542766571
116,25,True,0.4144312328399571,0.7404458522796631
434,26,False,0.4022911406409067,0.7230895757675171
288,26,record 1: Lenovo ThinkPad T560 15,0.3992236332928067,0.7788940668106079
106,26,False,0.3492348658570746,0.6478588581085205
100,26,Answer: True,0.4347919487158183,0.8034623861312866
1030,27,False,0.0,0.0
128,27,True,0.4023398993836124,0.6683498024940491
127,27,True,0.4202303194929033,0.6499035954475403
5,27,False,0.2520075682159262,0.0
658,28,False,0.2144995680686874,0.40491610765457153
657,28,False,0.2279057910729804,0.43894535303115845
128,28,Answer: True,0.2889063522006401,0.6063798666000366
127,28,True,0.2655425022718971,0.6546192169189453
584,29,False,0.2738095238095238,0.3969077169895172
192,29,False,0.2747252747252747,0.3697558343410492
138,29,Answer: False,0.2349218433694394,0.47752562165260315
126,29,Example 3:,0.4205183500475323,0.5628272891044617
217,30,False,0.2881311824729372,0.6635223031044006
