D1,D2,responses,weight,s-weight
4,6738,Answer: False,0.2,0.569767951965332
5,6725,"If the records are referring to the same entity, George Lopez as a producer, actor, and writer in record 1, and as a guest star in record 2, then answer with True",0.1,0.6148035526275635
7,6342,False,0.2,0.0
8,7228,"record 1: Lenny McPherson, a notorious criminal figure in Sydney's organized crime scene during the mid-20th century",0.2,0.0
8,7734,"False, as the two records describe different episodes of two separate TV shows, ""For God and Country"" and ""Heartbeat""",0.2,0.0
8,4173,False,0.1,0.0
8,2627,False,0.2,0.0
8,3016,False,0.1,0.0
8,1142,record 1: For God and Country (2) Lennie Briscoe and Rey Curtis come to Baltimore,0.1,0.0
14,7237,"If the records only describe their respective roles and do not provide further context about whether they are playing the same character in different works, then we cannot determine if they refer to the same entity",0.2,0.7359975576400757
17,6506,Example 3:,0.1,0.7477748394012451
22,6619,True,0.1,0.8020259141921997
22,798,"record 1: Joan Baez 1964-07-01 folk singer, guitarist, activist, record 2: Joan Baez folk singer",0.1,0.8511130213737488
27,5608,False,0.2,0.0
27,5844,"False, as the two records describe different titles and genres",0.1,0.0
27,2808,False,0.1,0.5188887119293213
27,5325,Answer: False,0.1,0.0
27,6392,Answer: False,0.1,0.0
27,7318,Answer: False,0.2,0.5521425604820251
27,5237,False,0.1,0.0
31,119,"If both records are referring to the same person, then the answer is True",0.1,0.6248172521591187
33,6633,False,0.1,0.0
42,1078,False,0.1,0.0
45,484,False,0.1,0.4231046438217163
45,985,False,0.1,0.6360324621200562
45,1377,False,0.1,0.5093996524810791
48,1122,If the roles listed for both records are the same (i,0.1,0.5989635586738586
53,418,"If the records are referring to the same entity (Alan DeWitt), then answer is False",0.1,0.0
53,1388,False,0.1,0.0
59,4986,False,0.1,0.0
62,7599,Answer (record 1 vs record 2): False,0.1,0.0
62,7276,Answer: False,0.1,0.0
64,4196,False,0.1,0.8018835783004761
64,7386,False,0.1,0.0
65,7717,False,0.1,0.0
65,3322,False,0.1,0.0
66,7499,False,0.1,0.0
66,4714,False,0.1,0.0
66,2248,True,0.1,0.8183784484863281
69,3234,False,0.1,0.0
69,144,Answer: False,0.1,0.6907432079315186
69,2944,Answer: False,0.1,0.0
69,328,False,0.1,0.49423959851264954
69,1213,Answer: False,0.1,0.6291950941085815
69,7525,False,0.1,0.700305700302124
69,7150,False,0.1,0.7335593700408936
77,1073,Answer: False,0.1,0.7352160215377808
77,1291,True,0.1,0.8779367804527283
77,1300,Answer: False,0.1,0.7353116273880005
77,1795,"record 1: Kanye West musician,songwriter,record_producer, composer,fashion_designer,painter,record_executive,film_producer",0.1,0.932032585144043
77,3220,"If the records refer to the same entity (in this case, a person named Daniel), then the answer is True",0.1,0.7522789239883423
77,1188,If the records are referring to the same entity (i,0.1,0.7455083131790161
79,1921,Answer: True,0.1,0.8778684735298157
79,5346,True,0.2,0.825311541557312
82,1826,Answer: True,0.1,0.8580586314201355
82,2011,Example 3:,0.1,0.9129209518432617
83,5044,Answer: False,0.1,0.5451524257659912
90,5445,Answer: False,0.1,0.6796202659606934
91,3404,Answer: False,0.1,0.7157770395278931
91,279,False,0.1,0.6080698370933533
92,3270,False,0.2,0.0
92,4672,True,0.1,0.6117961406707764
95,3474,False,0.1,0.524201512336731
96,6075,False,0.1,0.0
97,6258,False,0.1,0.7982532382011414
97,6840,False,0.1,0.7952919006347656
97,856,False,0.2,0.7183166742324829
97,3053,Example 3:,0.1,0.5677893161773682
100,1418,False,0.1,0.0
100,6887,False,0.1,0.0
100,6340,False,0.1,0.0
106,387,Answer: False,0.1,0.8026251196861267
106,1767,Answer: True,0.1,0.8271401524543762
112,5446,The records refer to the same entity (Peril at Pitcairn) in different times (1959-01-01 and 1959-12-07),0.1,0.32888293266296387
113,711,False,0.1,0.6267812252044678
114,7762,Answer: False,0.3,0.8950463533401489
115,332,Answer: True,0.1,0.8178088068962097
117,6718,"If the records are referring to the same person, their roles may vary over time",0.1,0.7249045372009277
118,910,"Answer: The records refer to the same entity, which is Uncle Harry's Horrible House of Horrors",0.1,0.6097294092178345
118,5449,False,0.1,0.0
118,7793,False,0.2,0.0
118,599,False,0.2,0.0
118,7304,False,0.2,0.0
118,5139,False,0.2,0.0
119,7568,Record 1 and Record 2 refer to different entities,0.1,0.4819720983505249
119,6954,False,0.1,0.48325157165527344
119,6742,False,0.1,0.4828447103500366
